text,word_count,class,author,topic,sample_id
"One cannot but reflect, upon observing the intricate dance of social ambition, that the pursuit of status is often a far more potent motivator than the pursuit of happiness. Miss Elmsworth, a young lady possessed of considerable beauty and a modest fortune, found herself besieged by suitors of varying degrees of suitability, each calculating the potential advantages of an alliance. Her own inclinations, though present, were frequently overshadowed by the expectations of her family, who viewed a advantageous match as a matter of paramount importance. The consequence, one feared, would be a union devoid of affection, founded solely upon the cold calculations of social and financial expediency. Such arrangements, though commonplace, could scarcely be considered conducive to domestic felicity.",119,ai_mimicked,Austen_mimicked,Class Consciousness,12
"The shadowed corners of the human heart, alas, are fertile ground for a most insidious cultivation – the warping of another’s will, not by force of arms, but by the subtle, creeping tendrils of suggestion. Observe Mr. Grimshaw, a man possessed not of great wealth or station, yet wielding a power far exceeding either, through a calculated deployment of anxieties. He never *commanded* young Master Elmsworth to relinquish his inheritance; no, he merely hinted at the boy’s unsuitability, his frivolous nature, his potential to squander a fortune rightfully belonging to more deserving hands. A carefully placed doubt, a mournful shake of the head, a lament for lost opportunities – these were his weapons, and with them, he dismantled a young man’s confidence, brick by agonizing brick, until Elmsworth, believing himself incapable, willingly surrendered his birthright. A tragedy, truly, wrought not by malice, but by a chillingly precise understanding of human frailty.",151,ai_mimicked,Dickens_mimicked,Psychological Manipulation,13
"toss but with a sense, I thought, of having made too sure that I was so wounded and left me. But when she was gone, I looked about me for a place to hide my face in, and got behind one of the gates in the brewery-lane, and leaned my sleeve against the wall there, and leaned my forehead on it and cried. As I cried, I kicked the wall, and took a hard twist at my hair; so bitter were my feelings, and so sharp was the smart without a name, that needed counteraction. My sister's bringing up had made me sensitive. In the little world in which children have their existence whosoever brings them up, there is nothing so finely perceived and so finely felt as injustice. It may be only small injustice that the child can be exposed to; but the child is small, and its world is small, and its rocking-horse stands as many hands high, according to scale, as a big-boned Irish hunter. Within myself, I had sustained, from my babyhood, a perpetual conflict with injustice.",181,human,Dickens,original_literature,14
"It is not, perhaps, the expectation of marriage itself which proves so burdensome, but rather the narrow confines within which its pursuit is permitted. A young lady, possessing an independent spirit and a thirst for knowledge, finds herself constrained by a thousand unspoken rules, her every action scrutinized, her every thought anticipated. To express an opinion contrary to the prevailing sentiment is to risk censure; to pursue an intellectual interest is to be deemed unfeminine; to decline a proposal, however unsuitable, is to invite scandal. The consequence is a stifling of individuality, a gradual erosion of self-worth, and a pervasive sense of discontent.",103,ai_mimicked,Austen_mimicked,Social Expectations,15
"""A bad un, I'll be bound,” said Mrs. Joe triumphantly, ""or he wouldn't have given it to the boy! Let's look at it.” I took it out of the paper, and it proved to be a good one. ""But what's this?” said Mrs. Joe, throwing down the shilling and catching up the paper. ""Two One-Pound notes?” Nothing less than two fat sweltering one-pound notes that seemed to have been on terms of the warmest intimacy with all the cattle-markets in the county. Joe caught up his hat again, and ran with them to the Jolly Bargemen to restore them to their owner. While he was gone, I sat down on my usual stool and looked vacantly at my sister, feeling pretty sure that the man would not be there. Presently, Joe came back, saying that the man was gone, but that he, Joe, had left word at the Three Jolly Bargemen concerning the notes. Then my sister sealed them up in a piece of paper, and put them under some dried rose-leaves in an ornamental teapot on the top of a press in the state parlour. There they remained, a nightmare to me, many and many a night and day.",200,human,Dickens,original_literature,16
"Squeaker ” ""He was, if ever a child was,” said my sister, most emphatically. Joe gave me some more gravy. ""Well, but I mean a four-footed Squeaker,” said Mr. Pumblechook. ""If you had been born such, would you have been here now? Not you ” ""Unless in that form,” said Mr. Wopsle, nodding towards the dish. ""But I don't mean in that form, sir,” returned Mr. Pumblechook, who had an objection to being interrupted; ""I mean, enjoying himself with his elders and betters, and improving himself with their conversation, and rolling in the lap of luxury. Would he have been doing that? No, he wouldn't. And what would have been your destination?” turning on me again. ""You would have been disposed of for so many shillings according to the market price of the article, and Dunstable the butcher would have come up to you as you lay in your straw, and he would have whipped you under his left arm, and with his right he would have tucked up his frock to get a penknife from out of his waistcoat-pocket, and he would have shed your blood and had your life. No bringing up by hand then.",197,human,Dickens,original_literature,17
"Consider the delicate bloom of a cherry blossom – breathtakingly beautiful precisely *because* its vibrancy is so fleeting. This ephemeral quality isn’t a flaw, but rather the source of its profound impact. Similarly, the awareness of our own mortality can heighten our appreciation for the beauty and fragility of life. Every sunrise, every shared laugh, every moment of connection becomes imbued with a deeper significance when viewed through the lens of impermanence. It’s a recalibration of perspective, shifting focus from the accumulation of years to the quality of experience within those years. This isn’t about sadness, but about a heightened sensitivity to the preciousness of being.",106,ai_neutral,AI,Mortality Awareness,18
"Is it possible to be utterly surrounded by people and still feel profoundly alone? Social isolation isn’t simply about physical distance; it’s a subjective experience of disconnection, a perceived lack of meaningful relationships. Modern life, despite its hyper-connectivity, ironically fosters this feeling through superficial interactions and the curated realities of social media. The constant comparison to others’ highlight reels can breed inadequacy and a sense of not belonging. This isn’t merely a psychological state, however. Prolonged social isolation demonstrably weakens the immune system, increases risk of cardiovascular disease, and accelerates cognitive decline. Addressing this requires a conscious effort to cultivate genuine connections, prioritizing quality over quantity in our relationships, and actively participating in communities that offer authentic support.",118,ai_neutral,AI,Social Isolation,19
"""If you can cough any trifle on it up, Pip, I'd recommend you to do it,” said Joe, all aghast. ""Manners is manners, but still your elth's your elth.” By this time, my sister was quite desperate, so she pounced on Joe, and, taking him by the two whiskers, knocked his head for a little while against the wall behind him, while I sat in the corner, looking guiltily on. ""Now, perhaps you'll mention what's the matter,” said my sister, out of breath, ""you staring great stuck pig.” Joe looked at her in a helpless way, then took a helpless bite, and looked at me again. ""You know, Pip,” said Joe, solemnly, with his last bite in his cheek, and speaking in a confidential voice, as if we two were quite alone, ""you and me is always friends, and I'd be the last to tell upon you, any time. But such a ” he moved his chair and looked about the floor between us, and then again at me ""such a most oncommon Bolt as that!” ""Been bolting his food, has he?” cried my sister. ""You know, old chap,” said Joe, looking at me, and not at Mrs.",198,human,Dickens,original_literature,20
"his food, has he?” cried my sister. ""You know, old chap,” said Joe, looking at me, and not at Mrs. Joe, with his bite still in his cheek, ""I Bolted, myself, when I was your age frequent and as a boy I've been among a many Bolters; but I never see your Bolting equal yet, Pip, and it's a mercy you ain't Bolted dead.” My sister made a dive at me, and fished me up by the hair, saying nothing more than the awful words, ""You come along and be dosed.” Some medical beast had revived Tar-water in those days as a fine medicine, and Mrs. Joe always kept a supply of it in the cupboard; having a belief in its virtues correspondent to its nastiness. At the best of times, so much of this elixir was administered to me as a choice restorative, that I was conscious of going about, smelling like a new fence. On this particular evening the urgency of my case demanded a pint of this mixture, which was poured down my throat, for my greater comfort, while Mrs. Joe held my head under her arm, as a boot would be held in a bootjack.",199,human,Dickens,original_literature,21
"which I had scrambled up to peep over on the last occasion was, on that last occasion, open or shut. Enough that I saw no gate then, and that I saw one now. As it stood open, and as I knew that Estella had let the visitors out, for she had returned with the keys in her hand, I strolled into the garden, and strolled all over it. It was quite a wilderness, and there were old melon-frames and cucumber-frames in it, which seemed in their decline to have produced a spontaneous growth of weak attempts at pieces of old hats and boots, with now and then a weedy offshoot into the likeness of a battered saucepan. When I had exhausted the garden and a greenhouse with nothing in it but a fallen-down grape-vine and some bottles, I found myself in the dismal corner upon which I had looked out of the window. Never questioning for a moment that the house was now empty, I looked in at another window, and found myself, to my great surprise, exchanging a broad stare with a pale young gentleman with red eyelids and light hair.",192,human,Dickens,original_literature,22
"The fog, a greasy, yellow shroud, clung to the cobbled streets not merely as a meteorological phenomenon, but as a visible manifestation of the gulf that yawned between the fortunate and the destitute; for whilst within the illuminated windows of Belgravia, plump partridges surrendered to silver forks, and the scent of roasting chestnuts mingled with expensive perfume, a lad no older than seven, shivering in rags, might offer a handful of damp matches for a single farthing, his small face a pinched and pallid testament to the indifference of a society that deemed such misery a necessary, even inevitable, consequence of progress. It was a progress, one might observe, that seemed to benefit only those already possessed of advantage, leaving the lower orders to scrabble in the dust, their hopes as grey and lifeless as the very stones beneath their feet. A cruel arithmetic, indeed, wherein the gains of the few were tallied against the losses of the many.",159,ai_mimicked,Dickens_mimicked,Class Disparity,23
"Miss Eleanor Ainsworth, though possessed of a pleasing countenance and a passable skill at the pianoforte, laboured under the disadvantage of a somewhat independent spirit. Her mother, a woman of considerable, though frequently misapplied, energy, lamented this deficiency with a vehemence that bordered on the alarming. “A little *deference*, my dear,” she would pronounce, “is so very becoming! A gentleman dislikes a woman who thinks too highly of herself.” Eleanor, however, found it difficult to feign an enthusiasm for the attentions of Sir Reginald, a man whose conversation consisted primarily of accounts of his hunting exploits and complaints about the price of oats. To accept him solely for the sake of establishment felt a degradation, a silencing of the very sensibility that made life worth enduring. One could not help but wonder if such a sacrifice truly constituted happiness, or merely a gilded cage.",144,ai_mimicked,Austen_mimicked,Marriage Prospects,24
"“Opportunity is not equally distributed,” as the saying goes, and this uneven playing field is the core of class disparity. Consider the hidden costs of poverty: the inability to afford reliable transportation, leading to job loss; the stress of housing insecurity, impacting mental and physical health; the lack of access to financial literacy, perpetuating debt. These aren’t isolated incidents, but interconnected challenges that create a web of disadvantage. Furthermore, the narrative often focuses on ‘pulling oneself up by one’s bootstraps,’ ignoring the fact that many lack even the boots to begin with. Acknowledging these systemic obstacles is the first step towards creating a more just and equitable society, one where everyone has a genuine chance to succeed.",117,ai_neutral,AI,Class Disparity,25
"Isn't it curious how often we find ourselves performing roles dictated not by genuine desire, but by an internalized script of ‘shoulds’? Social expectations, at their core, are a complex negotiation between individual autonomy and collective cohesion. They aren’t necessarily malicious constructs, often arising from a desire for predictability and smooth social functioning. However, the pressure to conform – to pursue specific careers, achieve certain milestones by particular ages, or even express emotions in ‘acceptable’ ways – can stifle creativity and lead to widespread feelings of inadequacy. The modern emphasis on curated online personas only exacerbates this, presenting idealized versions of life that few can realistically attain, further solidifying unrealistic benchmarks for success and happiness. Ultimately, recognizing these expectations as constructs, rather than immutable laws, is the first step towards authentic living.",132,ai_neutral,AI,Social Expectations,26
"Reflect, if you will, upon the peculiar institution of the workhouse, and the power it grants to those in authority over the destitute. It is not merely a matter of providing shelter and sustenance, but of systematically dismantling the spirit, of reducing individuals to a state of utter dependence. The overseer, Mr. Cratchit’s brother, a man devoid of all compassion, understood this principle perfectly. He enforced the rules with a rigid severity, not to maintain order, but to break the will of those under his care. A meagre portion of gruel, a harsh word, a denial of even the smallest comfort – these were not acts of discipline, but calculated attempts to extinguish any spark of rebellion, to transform human beings into docile, obedient creatures, stripped of their dignity and reduced to mere instruments of labour. A chilling spectacle, and a damning indictment of a society that permits such cruelty.",150,ai_mimicked,Dickens_mimicked,Psychological Manipulation,27
"What is it about? What does he say? Well, Jane, make haste and tell us; make haste, my love.” ""It is from Miss Bingley,” said Jane, and then read it aloud. /* NIND ""My dear friend, */ ""If you are not so compassionate as to dine to-day with Louisa and me, we shall be in danger of hating each other for the rest of our lives; for a whole day's tête-à-tête between two women can never end without a quarrel. Come as soon as you can on the receipt of this. My brother and the gentlemen are to dine with the officers. Yours ever, ""CAROLINE BINGLEY.” ""With the officers!” cried Lydia: ""I wonder my aunt did not tell us of that.” ""Dining out,” said Mrs. Bennet; ""that is very unlucky.” ""Can I have the carriage?” said Jane. ""No, my dear, you had better go on horseback, because it seems likely to rain; and then you must stay all night.” ""That would be a good scheme,” said Elizabeth, ""if you were sure that they would not offer to send her home.” ""Oh, but the gentlemen will have Mr.",187,human,Austen,original_literature,28
"Isn't it strange how easily we categorize people, reducing complex individuals to curated online profiles or snap judgments based on appearance? Superficiality, at its core, is this relentless drive to assess worth based on the immediately visible, a shortcut that bypasses genuine connection. It thrives in environments saturated with imagery – social media, advertising, even casual encounters – where presentation often eclipses substance. This isn’t merely about vanity; it’s a defense mechanism, a way to navigate a world overflowing with information by filtering it through easily digestible, albeit often inaccurate, criteria. The cost, however, is a diminished capacity for empathy and a pervasive sense of disconnection, leaving us surrounded by polished surfaces and starved for authentic interaction.",117,ai_neutral,AI,Superficiality,29
"myself a young monster, while they sat debating what results would come to me from Miss Havisham's acquaintance and favour. They had no doubt that Miss Havisham would ""do something” for me; their doubts related to the form that something would take. My sister stood out for ""property.” Mr. Pumblechook was in favour of a handsome premium for binding me apprentice to some genteel trade, say, the corn and seed trade, for instance. Joe fell into the deepest disgrace with both, for offering the bright suggestion that I might only be presented with one of the dogs who had fought for the veal-cutlets. ""If a fool's head can't express better opinions than that,” said my sister, ""and you have got any work to do, you had better go and do it.” So he went. After Mr. Pumblechook had driven off, and when my sister was washing up, I stole into the forge to Joe, and remained by him until he had done for the night. Then I said, ""Before the fire goes out, Joe, I should like to tell you something.” ""Should you, Pip?” said Joe, drawing his shoeing-stool near the forge. ""Then tell us.",195,human,Dickens,original_literature,30
"being allowed to stand opposite to Mr. Darcy, and reading in her neighbours' looks their equal amazement in beholding it. They stood for some time without speaking a word; and she began to imagine that their silence was to last through the two dances, and, at first, was resolved not to break it; till suddenly fancying that it would be the greater punishment to her partner to oblige him to talk, she made some slight observation on the dance. He replied, and was again silent. After a pause of some minutes, she addressed him a second time, with-- ""It is your turn to say something now, Mr. Darcy. I talked about the dance, and you ought to make some kind of remark on the size of the room, or the number of couples.” He smiled, and assured her that whatever she wished him to say should be said. ""Very well; that reply will do for the present. Perhaps, by-and-by, I may observe that private balls are much pleasanter than public ones; but now we may be silent.” ""Do you talk by rule, then, while you are dancing?” ""Sometimes. One must speak a little, you know.",195,human,Austen,original_literature,31
"Escaped.” Administering the definition like Tar-water. While Mrs. Joe sat with her head bending over her needlework, I put my mouth into the forms of saying to Joe, ""What's a convict?” Joe put his mouth into the forms of returning such a highly elaborate answer, that I could make out nothing of it but the single word ""Pip.” ""There was a conwict off last night,” said Joe, aloud, ""after sunset-gun. And they fired warning of him. And now it appears they're firing warning of another.” ""Who's firing?” said I. ""Drat that boy,” interposed my sister, frowning at me over her work, ""what a questioner he is. Ask no questions, and you'll be told no lies.” It was not very polite to herself, I thought, to imply that I should be told lies by her even if I did ask questions. But she never was polite unless there was company. At this point Joe greatly augmented my curiosity by taking the utmost pains to open his mouth very wide, and to put it into the form of a word that looked to me like ""sulks.” Therefore, I naturally pointed to Mrs.",190,human,Dickens,original_literature,32
"Isn't it curious how often we find ourselves performing roles dictated not by genuine desire, but by an internalized script of ‘shoulds’? Social expectations, at their core, are a complex negotiation between individual autonomy and collective harmony. They aren’t necessarily malicious constructs, often arising from a desire for predictability and smooth social functioning. However, the pressure to conform – to pursue specific careers, achieve certain milestones by particular ages, or even express emotions in ‘acceptable’ ways – can stifle creativity and lead to profound feelings of inadequacy. The insidious nature of these expectations lies in their often-unspoken quality; we absorb them through observation and subtle reinforcement, rarely questioning their validity or considering alternative paths. Ultimately, a healthy society allows space for deviation, recognizing that individual flourishing doesn’t require uniformity.",129,ai_neutral,AI,Social Expectations,33
"The city itself, with its labyrinthine streets and teeming multitudes, provides a breeding ground for the subtle arts of control. Observe the street vendor, Old Man Hemlock, and his seemingly harmless game of chance. He does not shout or coerce, but employs a carefully crafted illusion of fairness, a patter of cheerful deception designed to disarm the unwary. The painted boxes, the weighted dice, the knowing wink – all contribute to a sense of camaraderie, a false promise of easy fortune. His victims, lured by the hope of a quick gain, rarely suspect the game is rigged, their losses dismissed as mere bad luck. The fog-laden air, mirroring the obscurity of his intentions, hangs heavy with the scent of broken dreams and pilfered shillings.",124,ai_mimicked,Dickens_mimicked,Psychological Manipulation,34
"Consider the seemingly innocuous act of choosing where to shop. From discount retailers to high-end boutiques, our consumer choices are often dictated, consciously or unconsciously, by our economic realities. This everyday experience subtly reinforces class distinctions and contributes to a fragmented sense of community. Class consciousness, in this context, isn’t about judging individual spending habits, but about recognizing how consumer culture perpetuates and reinforces existing inequalities. It’s about questioning the values that prioritize material possessions and recognizing the social costs of unchecked consumerism. A heightened awareness can lead to more mindful consumption and a desire for economic systems that prioritize needs over wants.",103,ai_neutral,AI,Class Consciousness,35
"her hope of seeing him in the course of the day, as he was going the next morning to London. ""I am astonished, my dear,” said Mrs. Bennet, ""that you should be so ready to think your own children silly. If I wished to think slightingly of anybody's children, it should not be of my own, however.” ""If my children are silly, I must hope to be always sensible of it.” ""Yes; but as it happens, they are all of them very clever.” ""This is the only point, I flatter myself, on which we do not agree. I had hoped that our sentiments coincided in every particular, but I must so far differ from you as to think our two youngest daughters uncommonly foolish.” ""My dear Mr. Bennet, you must not expect such girls to have the sense of their father and mother. When they get to our age, I dare say they will not think about officers any more than we do.",163,human,Austen,original_literature,36
"“Class is not about having a fancy car or a big house,” the sociologist Pierre Bourdieu argued, “it’s about having a particular set of tastes and dispositions.” This highlights a crucial, often overlooked aspect of social stratification: cultural capital. It’s not merely *what* you know, but *how* you know it, and how that knowledge is perceived by others. Certain forms of knowledge, etiquette, and artistic appreciation are valued more highly within dominant social groups, granting unearned advantages in areas like education and employment. This subtle but powerful form of social exclusion operates alongside economic disparities, reinforcing existing hierarchies and making it difficult for individuals from different backgrounds to navigate social spaces effectively.",112,ai_neutral,AI,Social Class,37
"The air in the workhouse, thick with the stench of poverty and despair, clung to young Agnes like a shroud. It was not merely the physical hardship – the meagre rations, the threadbare clothing, the relentless toil – but the constant, gnawing fear that eroded her spirit. Each day brought a fresh humiliation, each night a renewed sense of hopelessness. The faces of the other children, gaunt and hollow-eyed, mirrored her own despair, creating a chorus of silent suffering. And yet, amidst this bleakness, a strange resilience flickered within her, a stubborn refusal to be entirely extinguished. For even in the darkest of places, the human heart, however bruised and battered, retains a spark of defiance, a testament to the enduring power of the soul.",125,ai_mimicked,Dickens_mimicked,Childhood Trauma,38
"for he is such a disagreeable man that it would be quite a misfortune to be liked by him. Mrs. Long told me last night that he sat close to her for half an hour without once opening his lips.” ] ""Are you quite sure, ma'am? Is not there a little mistake?” said Jane. ""I certainly saw Mr. Darcy speaking to her.” ""Ay, because she asked him at last how he liked Netherfield, and he could not help answering her; but she said he seemed very angry at being spoke to.” ""Miss Bingley told me,” said Jane, ""that he never speaks much unless among his intimate acquaintance. With them he is remarkably agreeable.” ""I do not believe a word of it, my dear. If he had been so very agreeable, he would have talked to Mrs. Long. But I can guess how it was; everybody says that he is eat up with pride, and I dare say he had heard somehow that Mrs. Long does not keep a carriage, and had to come to the ball in a hack chaise.” ""I do not mind his not talking to Mrs.",189,human,Austen,original_literature,39
"sensibly, and observed, in a half-whisper to Lady Lucas, that he was a remarkably clever, good kind of young man. To Elizabeth it appeared, that had her family made an agreement to expose themselves as much as they could during the evening, it would have been impossible for them to play their parts with more spirit, or finer success; and happy did she think it for Bingley and her sister that some of the exhibition had escaped his notice, and that his feelings were not of a sort to be much distressed by the folly which he must have witnessed. That his two sisters and Mr. Darcy, however, should have such an opportunity of ridiculing her relations was bad enough; and she could not determine whether the silent contempt of the gentleman, or the insolent smiles of the ladies, were more intolerable. The rest of the evening brought her little amusement. She was teased by Mr. Collins, who continued most perseveringly by her side; and though he could not prevail with her to dance with him again, put it out of her power to dance with others.",187,human,Austen,original_literature,40
"“Children must be taught how to think, not what to think,” and this directive highlights a critical aspect of childhood vulnerability: the susceptibility to manipulation. Before developing a robust internal moral compass, children are heavily influenced by authority figures and peer pressure. This isn’t inherently negative – learning societal norms is essential – but it creates a window of opportunity for exploitation. Whether through subtle emotional coercion or more overt forms of abuse, children often lack the cognitive capacity to recognize and resist harmful influences. This vulnerability extends beyond intentional malice; well-meaning adults can inadvertently impose limiting beliefs or expectations that stifle a child’s potential. Cultivating critical thinking skills is therefore paramount in empowering children to navigate a complex world.",120,ai_neutral,AI,Childhood Vulnerability,41
"The cobbled streets, slick with a perpetual dampness and shadowed by looming warehouses, offered little comfort to the small figures who haunted their edges – children, for whom a crust of bread represented a feast, and a dry corner, a palace. It was not merely the gnawing hunger, though that was a torment sufficient to wither the stoutest heart, but the utter lack of recognition, the passing of grown folk who scarcely deigned to acknowledge their existence as human, that constituted the true hardship. To be invisible, to be less than dust beneath the boots of commerce, this was the peculiar affliction of the young castaways of London, their spirits bruised and bent before life had even begun to unfold its possibilities, their innocence stolen not by any single act of malice, but by the slow, insidious drip of neglect. A chilling prospect, indeed, and one which ought to prick the consciences of those comfortably housed.",156,ai_mimicked,Dickens_mimicked,Childhood Vulnerability,42
