text_sample,actual_class,ttr,tree_depth,adj_noun_ratio,flesch_kincaid,semicolon_density,comma_density,pred_tier_a_xgb,pred_tier_b_ffnn,pred_tier_c_transformer,all_correct,deceptive_sample
"The hollowness and thinness of his face would have caused them to look large, under his yet dark eyebrows and his confused white hair, though they had been really otherwise; but, they were naturally large, and looked unnaturally so. His yellow rags of shirt lay open at the throat, and showed his body to be withered and worn. He, and his old canvas frock, and his loose stockings, and all his poor tatters of clothes, had, in a long seclusion from direct light and air, faded down to such a dull uniformity of parchment-yellow, that it would have been hard to say which was which.",human,0.71,6.0,0.8421052631578947,13.68095238095238,1.0,12.0,human,human,human,True,False
"“The course of true love never did run smooth,” Shakespeare observed, but the *experience* of that roughness has changed dramatically. Modern communication – constant texting, social media scrutiny – accelerates the disillusionment process. Where previous generations might have navigated early misunderstandings with slower, more deliberate communication, we now have instant access to every perceived inconsistency. This creates a pressure cooker environment where minor disagreements can quickly escalate into existential crises. The curated perfection of online profiles further exacerbates the problem, setting unrealistic standards and fostering a sense of inadequacy. The speed of modern romance often outpaces our capacity for emotional processing.",ai_neutral,,5.833333333333333,0.5333333333333333,16.232878787878786,0.0,6.0,ai_neutral,ai_neutral,ai_neutral,True,False
"The Picture, elegantly framed, came safely to hand soon after Mr. Elton's return, and being hung over the mantelpiece of the common sitting-room, he got up to look at it, and sighed out his half sentences of admiration just as he ought; and as for Harriet's feelings, they were visibly forming themselves into as strong and steady an attachment as her youth and sort of mind admitted. Emma was soon perfectly satisfied of Mr. Martin's being no otherwise remembered, than as he furnished a contrast with Mr. Elton, of the utmost advantage to the latter. Her views of improving her little friend's mind, by a great deal of useful reading and conversation, had never yet led to more than a few first chapters, and the intention of going on to-morrow.",human,0.72,8.0,0.5909090909090909,10.923076923076923,1.0,11.0,human,human,human,True,False
"She wanted to hear many particulars of their engagement repeated again, she wanted more clearly to understand what Lucy really felt for Edward, whether there were any sincerity in her declaration of tender regard for him, and she particularly wanted to convince Lucy, by her readiness to enter on the matter again, and her calmness in conversing on it, that she was no otherwise interested in it than as a friend, which she very much feared her involuntary agitation, in their morning discourse, must have left at least doubtful. That Lucy was disposed to be jealous of her appeared very probable: it was plain that Edward had always spoken highly in her praise, not merely from Lucy's assertion, but from her venturing to trust her on so short a personal acquaintance, with a secret so confessedly and evidently important.",human,0.7,9.5,0.8125,30.615719424460437,0.0,12.0,human,human,human,True,False
"Elinor, this eldest daughter, whose advice was so effectual, possessed a strength of understanding, and coolness of judgment, which qualified her, though only nineteen, to be the counsellor of her mother, and enabled her frequently to counteract, to the advantage of them all, that eagerness of mind in Mrs. Dashwood which must generally have led to imprudence. She had an excellent heart; her disposition was affectionate, and her feelings were strong; but she knew how to govern them: it was a knowledge which her mother had yet to learn; and which one of her sisters had resolved never to be taught.",human,0.67,9.5,0.2631578947368421,15.532079207920791,3.0,11.0,human,human,human,True,False
"It is not every body that would have stood out in such a kind way as she did, and refuse to take Jane's answer; but she positively declared she would not write any such denial yesterday, as Jane wished her; she would wait and, sure enough, yesterday evening it was all settled that Jane should go. Quite a surprize to me! I had not the least idea! Jane took Mrs. Elton aside, and told her at once, that upon thinking over the advantages of Mrs. Smallridge's situation, she had come to the resolution of accepting it. I did not know a word of it till it was all settled.”",human,0.68,5.4,0.2307692307692307,6.829646133682829,2.0,7.0,human,human,human,True,False
"“Class is not simply about income,” Pierre Bourdieu argued, and this observation cuts to the heart of understanding social stratification. Beyond financial wealth, stratification operates through cultural capital – the knowledge, skills, habits, and tastes that signal social status – and social capital – the networks of relationships that provide access to opportunities. Someone from a privileged background possesses not only financial resources but also an understanding of how systems work, the ability to navigate elite spaces, and connections that open doors. These forms of capital are often invisible, yet they wield immense power in shaping life trajectories. Addressing stratification, therefore, requires more than just economic redistribution; it demands a leveling of the playing field in terms of cultural and social access.",ai_neutral,0.78,7.6,0.3888888888888889,16.30040336134454,1.0,11.0,ai_neutral,ai_neutral,ai_neutral,True,False
"I should have been chary of discussing my guardian too freely even with her; but I should have gone on with the subject so far as to describe the dinner in Gerrard Street, if we had not then come into a sudden glare of gas. It seemed, while it lasted, to be all alight and alive with that inexplicable feeling I had had before; and when we were out of it, I was as much dazed for a few moments as if I had been in lightning. So we fell into other talk, and it was principally about the way by which we were travelling, and about what parts of London lay on this side of it, and what on that.",human,0.68,7.333333333333333,0.5833333333333334,15.15818181818182,2.0,7.0,human,human,human,True,False
"In this car of triumph, not even the Doctor's entreaties could prevent his being carried to his home on men's shoulders, with a confused sea of red caps heaving about him, and casting up to sight from the stormy deep such wrecks of faces, that he more than once misdoubted his mind being in confusion, and that he was in the tumbril on his way to the Guillotine. In wild dreamlike procession, embracing whom they met and pointing him out, they carried him on. Reddening the snowy streets with the prevailing Republican colour, in winding and tramping through them, as they had reddened them below the snow with a deeper dye, they carried him thus into the courtyard of the building where he lived.",human,0.7,6.666666666666667,0.4545454545454545,16.80258064516129,0.0,10.0,human,human,human,True,False
"Consider the architecture of a relationship: initially, it’s built with excitement and optimism, foundations laid on shared interests and mutual attraction. But as time passes, cracks begin to appear – differing values, unresolved conflicts, diverging life goals. Romantic disillusionment isn’t the sudden collapse of the structure, but the slow, creeping realization that the foundations were never strong enough to support the weight of expectation. It’s a structural failure, a recognition that the blueprint was flawed from the beginning, and that continued maintenance will only delay the inevitable. The sadness isn’t just about losing the building, but about acknowledging the faulty design.",ai_neutral,0.73,6.8,0.3448275862068966,14.158000000000005,0.0,10.0,ai_neutral,ai_neutral,ai_neutral,True,False
"It is a curious thing, is it not, how readily we accept the notion of ‘deserved’ poverty? How quickly we are to attribute misfortune to personal failings, rather than to the systemic inequities that bind so many to a life of hardship? We speak of industry and thrift as the keys to success, conveniently overlooking the fact that opportunity is not equally distributed. A child born into a slum, with no access to education or healthcare, faces obstacles that no amount of diligence can overcome. To condemn such a soul for their lack of advancement is not merely unjust, it is a profound act of intellectual dishonesty, a comfortable delusion that allows us to absolve ourselves of any responsibility for the suffering around us.",ai_mimicked,0.7,8.0,0.3,14.2561935483871,0.0,8.0,human,ai_mimicked,ai_mimicked,False,False
"The concept of lost innocence frequently centers on childhood, yet its echoes reverberate throughout life. Consider the idealistic college student entering the workforce, quickly confronted by corporate realities and compromised ethics. Or the newlywed couple, whose romantic vision clashes with the mundane challenges of shared living. These aren’t failures of experience, but further stages of disillusionment. Each time we invest trust and encounter betrayal, or witness injustice where we expected fairness, a piece of that initial, untarnished perspective diminishes. This ongoing process isn’t about becoming ‘jaded,’ but about recalibrating expectations and developing a more nuanced understanding of human behavior and systemic flaws.",ai_neutral,0.83,6.833333333333333,0.375,14.871372549019608,0.0,8.0,ai_neutral,ai_neutral,ai_neutral,True,False
"We really must wish you good night.” Jane's alertness in moving, proved her as ready as her aunt had preconceived. She was immediately up, and wanting to quit the table; but so many were also moving, that she could not get away; and Mr. Knightley thought he saw another collection of letters anxiously pushed towards her, and resolutely swept away by her unexamined. She was afterwards looking for her shawl Frank Churchill was looking also it was growing dusk, and the room was in confusion; and how they parted, Mr. Knightley could not tell. He remained at Hartfield after all the rest, his thoughts full of what he had seen; so full, that when the candles came to assist his observations, he must yes, he certainly must, as a friend an anxious friend give Emma some hint, ask her some question.",human,0.74,6.0,0.3888888888888889,9.003302938196555,4.0,12.0,human,human,human,True,False
"‘You must go,' said she. ‘You and I must part. You will have no business here. Let it stay, however,' said she; ‘give it houseroom till Colonel Campbell comes back. I shall talk about it to him; he will settle for me; he will help me out of all my difficulties.' And to this day, I do believe, she knows not whether it was his present or his daughter's.” Now Emma was obliged to think of the pianoforte; and the remembrance of all her former fanciful and unfair conjectures was so little pleasing, that she soon allowed herself to believe her visit had been long enough; and, with a repetition of every thing that she could venture to say of the good wishes which she really felt, took leave.",human,0.71,5.428571428571429,0.4285714285714285,7.14753045404208,5.0,8.0,human,human,human,True,False
"He knew that under the overthrown government he had been a spy upon Saint Antoine and Defarge's wine-shop; had received from the watchful police such heads of information concerning Doctor Manette's imprisonment, release, and history, as should serve him for an introduction to familiar conversation with the Defarges; and tried them on Madame Defarge, and had broken down with them signally. He always remembered with fear and trembling, that that terrible woman had knitted when he talked with her, and had looked ominously at him as her fingers moved. He had since seen her, in the Section of Saint Antoine, over and over again produce her knitted registers, and denounce people whose lives the guillotine then surely swallowed up.",human,0.71,8.0,0.2631578947368421,18.323697478991598,2.0,9.0,human,human,human,True,False
"My thoughts were further distracted by the excessive pride of Mr. and Mrs. Hubble, who were surpassingly conceited and vainglorious in being members of so distinguished a procession. And now the range of marshes lay clear before us, with the sails of the ships on the river growing out of it; and we went into the churchyard, close to the graves of my unknown parents, Philip Pirrip, late of this parish, and Also Georgiana, Wife of the Above. And there, my sister was laid quietly in the earth, while the larks sang high above it, and the light wind strewed it with beautiful shadows of clouds and trees.",human,0.71,9.0,0.4,11.65666666666667,1.0,10.0,human,human,human,True,False
"One might argue, with a certain philosophical detachment, that innocence is merely a state of blissful ignorance, a convenient fiction maintained by those shielded from the harsher realities of existence. Yet, to witness its departure is to observe a diminishment not of knowledge, but of *hope*. Old Man Hemlock, the clockmaker, possessed a grandson, a lad of uncommon sensitivity, who once believed every tick and tock held a secret message from the angels. A single, brutal encounter with the callous indifference of a wealthy patron – a dismissal of the boy’s earnest attempts to repair a cherished timepiece – extinguished that light. He continues to assist his grandfather, mechanically precise, but the joy has fled, replaced by a weary resignation that chills the very soul. Such a loss, I submit, is not progress, but a profound and lamentable decay.",ai_mimicked,0.74,8.166666666666666,0.5142857142857142,12.952956204379564,0.0,16.0,ai_mimicked,ai_mimicked,ai_mimicked,True,False
"I brought it out, and laid it ready for him, and my blood again ran cold when he again took me by both hands to give me good-night. I got away from him, without knowing how I did it, and mended the fire in the room where we had been together, and sat down by it, afraid to go to bed. For an hour or more, I remained too stunned to think; and it was not until I began to think, that I began fully to know how wrecked I was, and how the ship in which I had sailed was gone to pieces.",human,0.65,7.333333333333333,0.7777777777777778,11.885769230769233,1.0,9.0,human,human,human,True,False
"From a psychological perspective, social expectations operate through a complex interplay of reinforcement and punishment. Behaviors that align with societal norms are typically rewarded with acceptance, praise, and opportunities, while deviations are often met with criticism, rejection, or social exclusion. This conditioning process begins in childhood, as individuals internalize the values and beliefs of their families, communities, and cultures. The resulting ‘social scripts’ guide our interactions and shape our perceptions of what is considered appropriate or desirable. Recognizing this conditioning is the first step towards challenging limiting beliefs and cultivating a more autonomous sense of self. It allows for a critical examination of *why* we feel compelled to meet certain expectations.",ai_neutral,0.76,6.5,0.3529411764705882,15.862837837837835,0.0,9.0,ai_neutral,ai_neutral,ai_neutral,True,False
"It was a valued, a precious trust to me; and gladly would I have discharged it in the strictest sense, by watching over her education myself, had the nature of our situations allowed it; but I had no family, no home; and my little Eliza was therefore placed at school. I saw her there whenever I could, and after the death of my brother, (which happened about five years ago, and which left to me the possession of the family property,) she visited me at Delaford. I called her a distant relation; but I am well aware that I have in general been suspected of a much nearer connection with her.",human,0.67,8.0,0.4375,15.955315315315318,4.0,8.0,human,human,human,True,False
"He almost thought that shrouds were for the old and shrunken; and that they never wrapped the young and graceful form in their ghastly folds. A knell from the church bell broke harshly on these youthful thoughts. It was tolling for the funeral service. A group of humble mourners entered the gate: wearing white favours; for the corpse was young. They stood uncovered by a grave; and there was a mother a mother once among the weeping train. But the sun shone brightly, and the birds sang on. Oliver turned homeward, thinking on the many kindnesses he had received from the young lady, and wishing that the time could come again, that he might never cease showing her how grateful and attached he was.",human,0.71,5.428571428571429,0.5416666666666666,6.639539170506914,3.0,4.0,human,human,human,True,False
"The drawing-rooms of our acquaintance are, alas, frequently populated by those who mistake wishful thinking for discernment. Mr. Penhaligon, a man of limited intellect but considerable self-regard, firmly believed himself to be a connoisseur of the arts, despite possessing a taste so vulgar as to be almost offensive. He would pronounce upon paintings and sculptures with an air of authority, entirely unperturbed by the polite, yet unmistakable, stifled laughter of those around him. Such instances are not merely amusing; they reveal a deeper truth about the human condition – a desperate need for validation, and a willingness to embrace delusion rather than confront the humbling reality of one’s own limitations. Propriety, it seems, often demands a façade of knowledge, even when none exists.",ai_mimicked,0.8,7.6,0.4838709677419355,15.204688524590164,1.0,12.0,ai_mimicked,ai_mimicked,ai_mimicked,True,False
"“The line between good and evil is often blurred, and it is in that grey area that most of life takes place,” a sentiment that highlights the complex reality of moral compromise. Corruption doesn’t always manifest as outright villainy; it often stems from a desperate attempt to navigate difficult circumstances. Economic hardship, for example, can drive individuals to engage in dishonest practices simply to survive. While such actions are undeniably unethical, understanding the underlying pressures doesn’t excuse them, but it does illuminate the systemic factors that contribute to moral failings. This perspective emphasizes the importance of addressing societal inequalities as a preventative measure against widespread corruption.",ai_neutral,0.78,7.0,0.6153846153846154,15.721396226415097,1.0,6.0,ai_neutral,ai_neutral,ai_neutral,True,False
"Though I really see no reason why she should have worn it at all; or why, if she did wear it at all, she should not have taken it off, every day of her life. Joe's forge adjoined our house, which was a wooden house, as many of the dwellings in our country were, most of them, at that time. When I ran home from the churchyard, the forge was shut up, and Joe was sitting alone in the kitchen. Joe and I being fellow-sufferers, and having confidences as such, Joe imparted a confidence to me, the moment I raised the latch of the door and peeped in at him opposite to it, sitting in the chimney corner.",human,0.69,7.25,0.3,11.215000000000003,1.0,13.0,human,human,human,True,False
"The room was but small, and the clients seemed to have had a habit of backing up against the wall; the wall, especially opposite to Mr. Jaggers's chair, being greasy with shoulders. I recalled, too, that the one-eyed gentleman had shuffled forth against the wall when I was the innocent cause of his being turned out. I sat down in the cliental chair placed over against Mr. Jaggers's chair, and became fascinated by the dismal atmosphere of the place. I called to mind that the clerk had the same air of knowing something to everybody else's disadvantage, as his master had.",human,0.64,8.75,0.4210526315789473,8.032425742574258,1.0,7.0,human,human,human,True,False
"It was in the chipped porcelain of a doll’s face, abandoned amidst the dust and shadows of a forgotten nursery, that the true tragedy of lost innocence revealed itself – not in any grand, theatrical sorrow, but in the quiet resignation of a painted smile, forever fixed upon a world it could no longer comprehend. The room itself, once vibrant with the clamour of childish glee, now stood a testament to time’s relentless march, the faded wallpaper whispering tales of laughter turned to silence. A single sunbeam, struggling through the grimy windowpane, illuminated motes of dust dancing in the air, each a tiny ghost of vanished joys. One could almost feel the phantom weight of small hands, the echo of whispered secrets, the lingering scent of lavender and lost dreams. Such relics, though seemingly insignificant, possess a power to stir the deepest melancholies, reminding us that even the most radiant bloom must inevitably wither and fall.",ai_mimicked,0.73,7.6,0.425,15.227741935483872,0.0,16.0,ai_mimicked,ai_mimicked,ai_mimicked,True,False
"I was breakfasting at the Ellisons, and her letter, with some others, was brought to me there from my lodgings. It happened to catch Sophia's eye before it caught mine and its size, the elegance of the paper, the hand-writing altogether, immediately gave her a suspicion. Some vague report had reached her before of my attachment to some young lady in Devonshire, and what had passed within her observation the preceding evening had marked who the young lady was, and made her more jealous than ever. Affecting that air of playfulness, therefore, which is delightful in a woman one loves, she opened the letter directly, and read its contents.",human,0.71,6.75,0.2272727272727272,12.57511467889908,0.0,12.0,human,human,human,True,False
"Mrs. Jennings therefore attending her up stairs into the sick chamber, to satisfy herself that all continued right, left her there again to her charge and her thoughts, and retired to her own room to write letters and sleep. The night was cold and stormy. The wind roared round the house, and the rain beat against the windows; but Elinor, all happiness within, regarded it not. Marianne slept through every blast; and the travellers they had a rich reward in store, for every present inconvenience. Had it been ten, Elinor would have been convinced that at that moment she heard a carriage driving up to the house; and so strong was the persuasion that she did, in spite of the almost impossibility of their being already come, that she moved into the adjoining dressing-closet and opened a window shutter, to be satisfied of the truth.",human,0.74,5.4,0.3333333333333333,12.891034482758624,3.0,11.0,human,human,human,True,False
"And for my part, I was all in a fright for fear your sister should ask us for the huswifes she had gave us a day or two before; but, however, nothing was said about them, and I took care to keep mine out of sight. Edward have got some business at Oxford, he says; so he must go there for a time; and after that, as soon as he can light upon a Bishop, he will be ordained. I wonder what curacy he will get! I'd lay my life I know what my cousins will say, when they hear of it.",human,0.76,6.25,0.0,8.121666666666666,3.0,8.0,human,human,human,True,False
"“The only thing necessary for the triumph of evil is for good men to do nothing,” a sentiment often attributed to Edmund Burke, highlights a crucial aspect of moral corruption: the complicity of bystanders. While active perpetrators bear direct responsibility, the silence and inaction of those who witness wrongdoing contribute significantly to its perpetuation. This isn’t merely a matter of cowardice; it often stems from a rationalization of self-preservation – fear of retribution, concern for career prospects, or a belief that intervention is futile. However, this calculated neutrality effectively grants tacit approval, emboldening the corrupt and eroding the moral courage of others. A society that tolerates apathy in the face of injustice is, in effect, complicit in its own moral decline.",ai_neutral,0.76,7.4,0.3783783783783784,16.780000000000005,1.0,9.0,ai_neutral,ai_neutral,ai_neutral,True,False
"The fog, sir, a veritable miasma of moral decay, clung not merely to the cobbled streets and grimy warehouses of this great city, but to the very souls of those who trafficked within them. It was a fog born not of the river’s breath, but of avarice and indifference, thickening with each compromised principle and each neglected plea. Observe, if you will, the merchant, outwardly respectable, yet whose fortunes are built upon the sweat and suffering of the unseen – a gentleman whose conscience, like a neglected hearth, has long since grown cold. He walks amongst us, a phantom draped in respectability, spreading a chill far more penetrating than any winter’s blast, for he embodies the slow, insidious rot that consumes a nation when virtue is sacrificed upon the altar of gain. A dreadful spectacle, indeed, and one too common for comfort.",ai_mimicked,0.75,7.6,0.3939393939393939,13.735659574468084,0.0,18.0,ai_mimicked,ai_mimicked,ai_mimicked,True,False
