text,word_count,class,author,topic,sample_id
"They had been arrived only a few minutes, and Mr. Weston had scarcely finished his explanation of Frank's being a day before his time, and her father was yet in the midst of his very civil welcome and congratulations, when she appeared, to have her share of surprize, introduction, and pleasure. The Frank Churchill so long talked of, so high in interest, was actually before her he was presented to her, and she did not think too much had been said in his praise; he was a very good looking young man; height, air, address, all were unexceptionable, and his countenance had a great deal of the spirit and liveliness of his father's; he looked quick and sensible.",118,human,Austen,original_literature,17
"I was almost sure you would not leave London yet awhile; though you told me, you know, at Barton, that you should not stay above a month. But I thought, at the time, that you would most likely change your mind when it came to the point. It would have been such a great pity to have went away before your brother and sister came. And now to be sure you will be in no hurry to be gone. I am amazingly glad you did not keep to your word.” Elinor perfectly understood her, and was forced to use all her self-command to make it appear that she did not.",110,human,Austen,original_literature,18
"It is a truth universally acknowledged, that a single woman in possession of a comfortable fortune, must be the subject of much speculation; yet, it is a far more common, and infinitely more pitiable, circumstance when a lady possesses only the fortune of her own good opinion. Miss Elmsworth, for instance, convinced herself of a captivating allure which the glass most cruelly contradicted, and attributed the indifference of eligible gentlemen not to any deficiency in her person, but to their lamentable want of discernment. She constructed elaborate narratives of hidden admiration, interpreting polite enquiries as veiled declarations, and casual neglect as the consequence of overwhelming passion cautiously concealed. Such fancies, indulged without the corrective of honest counsel, serve only to render disappointment more acute, and to confirm a self-regard founded upon the most unstable of foundations – the flattering echo of one’s own desires.",144,ai_mimicked,Austen_mimicked,Self-Deception,19
"A curious spectacle it is, to witness the self-righteous indignation of those who condemn corruption in others, whilst simultaneously indulging in their own, more refined, forms of moral compromise. The politician who rails against extravagance whilst accepting lavish gifts, the clergyman who preaches humility from a pulpit adorned with gold, the philanthropist who seeks public acclaim for acts of private charity – are these not examples of a hypocrisy so pervasive as to render the very concept of moral judgment almost meaningless? It is a dance of shadows, a masquerade of virtue, where appearances are valued above substance and self-deception is elevated to an art form. And in this elaborate charade, the true cost of corruption – the loss of faith, the erosion of trust, the slow but inexorable decay of the human spirit – is conveniently obscured.",138,ai_mimicked,Dickens_mimicked,Moral Corruption,20
"It was just what it ought to be, and it looked what it was and Emma felt an increasing respect for it, as the residence of a family of such true gentility, untainted in blood and understanding. Some faults of temper John Knightley had; but Isabella had connected herself unexceptionably. She had given them neither men, nor names, nor places, that could raise a blush. These were pleasant feelings, and she walked about and indulged them till it was necessary to do as the others did, and collect round the strawberry-beds. The whole party were assembled, excepting Frank Churchill, who was expected every moment from Richmond; and Mrs. Elton, in all her apparatus of happiness, her large bonnet and her basket, was very ready to lead the way in gathering, accepting, or talking strawberries, and only strawberries, could now be thought or spoken of.",144,human,Austen,original_literature,21
"I was saying this to Mr. Cole but yesterday, and he quite agreed with me; only he is so particularly fond of music that he could not help indulging himself in the purchase, hoping that some of our good neighbours might be so obliging occasionally to put it to a better use than we can; and that really is the reason why the instrument was bought or else I am sure we ought to be ashamed of it. We are in great hopes that Miss Woodhouse may be prevailed with to try it this evening.” Miss Woodhouse made the proper acquiescence; and finding that nothing more was to be entrapped from any communication of Mrs. Cole's, turned to Frank Churchill.",120,human,Austen,original_literature,22
"She had reason to believe her nearly recovered from her cold, and it was desirable that she should have as much time as possible for getting the better of her other complaint before the gentleman's return. She went to Mrs. Goddard's accordingly the very next day, to undergo the necessary penance of communication; and a severe one it was. She had to destroy all the hopes which she had been so industriously feeding to appear in the ungracious character of the one preferred and acknowledge herself grossly mistaken and mis-judging in all her ideas on one subject, all her observations, all her convictions, all her prophecies for the last six weeks.",111,human,Austen,original_literature,23
"“The only thing necessary for the triumph of evil is for good men to do nothing,” a quote often attributed to Edmund Burke, highlights a crucial aspect of moral corruption: passive complicity. While active participation in unethical acts is undeniably damaging, the silence and inaction of those who recognize wrongdoing can be equally destructive. This isn’t merely a matter of individual conscience; systemic corruption thrives in environments where whistleblowers are silenced, dissent is discouraged, and accountability is lacking. A culture of fear, where challenging authority carries significant personal risk, effectively shields perpetrators and allows corruption to flourish unchecked. Therefore, combating moral decay requires not only identifying and punishing wrongdoers but also fostering a climate of courage and ethical responsibility.",119,ai_neutral,AI,Moral Corruption,24
"The fog, a greasy, yellow shroud, clung to the alleyways of St. Giles as tenaciously as despair to a ruined man, and within those shadowed recesses, one witnessed not merely poverty, but a far more insidious decay – the slow, deliberate erosion of the soul. It was not hunger alone that drove young Timothy to pilfer a loaf from Master Grimshaw’s bakehouse, nor cold that compelled old Maggie to hawk her last trinkets; it was a creeping moral paralysis, born of neglect and indifference, a condition wherein the very notion of honest labour seemed a fantastical dream. Each petty theft, each whispered falsehood, each act of self-preservation at another’s expense, chipped away at the foundations of their humanity, leaving them hollowed-out vessels drifting on a tide of desperation, scarcely distinguishable from the rats that scurried alongside. A blight upon the city, this, more dreadful than any pestilence.",147,ai_mimicked,Dickens_mimicked,Moral Corruption,25
"One might search for the source of this pervasive moral decay in grand pronouncements or sweeping social trends, but it is, perhaps, in the small, everyday compromises that the true rot takes hold. The shopkeeper who overcharges a widow, the magistrate who turns a blind eye to a wealthy offender, the neighbour who gossips and spreads malicious rumour – these are the subtle acts of corruption that, multiplied a thousandfold, poison the wellspring of public virtue. It is a creeping paralysis of the conscience, a gradual erosion of empathy, a willingness to sacrifice principle for convenience. And it is a danger that lurks within us all, a constant temptation to choose expediency over righteousness, to prioritize self-interest over the common good. The battle against corruption, therefore, is not fought in Parliament or palaces, but within the chambers of the human heart.",141,ai_mimicked,Dickens_mimicked,Moral Corruption,26
"Consider the grand houses of Mayfair, glittering with gaslight and echoing with the strains of waltzes, and then, swiftly, turn your gaze to the rookeries of Seven Dials. The juxtaposition is not merely architectural, but a damning indictment of a system that permits such opulent excess to flourish alongside such abject misery. It is a curious thing, is it not, how readily the privileged classes convince themselves that the plight of the poor is a consequence of their own failings, rather than a direct result of the opportunities denied them? They speak of thrift and industry, conveniently overlooking the fact that industry, however diligent, cannot blossom in the barren soil of systemic oppression. The very air in Mayfair seems to shimmer with indifference, a chilling testament to the gulf that separates the haves from the have-nots.",136,ai_mimicked,Dickens_mimicked,Social Inequality,27
"Allow me to say, however, that your fair partner does not disgrace you: and that I must hope to have this pleasure often repeated, especially when a certain desirable event, my dear Miss Eliza (glancing at her sister and Bingley), shall take place. What congratulations will then flow in! I appeal to Mr. Darcy;--but let me not interrupt you, sir. You will not thank me for detaining you from the bewitching converse of that young lady, whose bright eyes are also upbraiding me.” The latter part of this address was scarcely heard by Darcy; but Sir William's allusion to his friend seemed to strike him forcibly, and his eyes were directed, with a very serious expression, towards Bingley and Jane, who were dancing together.",124,human,Austen,original_literature,28
"He must know that the Woodhouses had been settled for several generations at Hartfield, the younger branch of a very ancient family and that the Eltons were nobody. The landed property of Hartfield certainly was inconsiderable, being but a sort of notch in the Donwell Abbey estate, to which all the rest of Highbury belonged; but their fortune, from other sources, was such as to make them scarcely secondary to Donwell Abbey itself, in every other kind of consequence; and the Woodhouses had long held a high place in the consideration of the neighbourhood which Mr. Elton had first entered not two years ago, to make his way as he could, without any alliances but in trade, or any thing to recommend him to notice but his situation and his civility.",131,human,Austen,original_literature,29
"A paper fly-cage dangled from the ceiling, to which he occasionally raised his eyes in gloomy thought; and, as the heedless insects hovered round the gaudy net-work, Mr. Bumble would heave a deep sigh, while a more gloomy shadow overspread his countenance. Mr. Bumble was meditating; it might be that the insects brought to mind, some painful passage in his own past life. Nor was Mr. Bumble's gloom the only thing calculated to awaken a pleasing melancholy in the bosom of a spectator. There were not wanting other appearances, and those closely connected with his own person, which announced that a great change had taken place in the position of his affairs.",112,human,Dickens,original_literature,30
"The railway, that iron serpent winding its way across the countryside, promised progress and connection, yet even *it* bore the stain of moral compromise. Land was seized from humble farmers with ruthless efficiency, their livelihoods destroyed in the name of advancement. Entire villages were displaced, their inhabitants cast adrift in the burgeoning cities, swelling the ranks of the destitute. And for what? To expedite the transport of goods, to enrich a select few, to accelerate the relentless march of commerce. It was a progress built upon broken promises and shattered dreams, a testament to the callous disregard for the human cost of ambition. The whistle’s shriek, once a symbol of hope, now sounded like a lament for all that had been lost.",122,ai_mimicked,Dickens_mimicked,Moral Corruption,31
"Mrs. Gardiner and the children were to remain in Hertfordshire a few days longer, as the former thought her presence might be serviceable to her nieces. She shared in their attendance on Mrs. Bennet, and was a great comfort to them in their hours of freedom. Their other aunt also visited them frequently, and always, as she said, with the design of cheering and heartening them up--though, as she never came without reporting some fresh instance of Wickham's extravagance or irregularity, she seldom went away without leaving them more dispirited than she found them. All Meryton seemed striving to blacken the man who, but three months before, had been almost an angel of light.",114,human,Austen,original_literature,32
"My objections to the marriage were not merely those which I last night acknowledged to have required the utmost force of passion to put aside in my own case; the want of connection could not be so great an evil to my friend as to me. But there were other causes of repugnance; causes which, though still existing, and existing to an equal degree in both instances, I had myself endeavoured to forget, because they were not immediately before me. These causes must be stated, though briefly. The situation of your mother's family, though objectionable, was nothing in comparison of that total want of propriety so frequently, so almost uniformly betrayed by herself, by your three younger sisters, and occasionally even by your father:--pardon me,--it pains me to offend you.",130,human,Austen,original_literature,33
"By degrees, however, as some of it cleared away through the open door, an assemblage of heads, as confused as the noises that greeted the ear, might be made out; and as the eye grew more accustomed to the scene, the spectator gradually became aware of the presence of a numerous company, male and female, crowded round a long table: at the upper end of which, sat a chairman with a hammer of office in his hand; while a professional gentleman with a bluish nose, and his face tied up for the benefit of a toothache, presided at a jingling piano in a remote corner.",105,human,Dickens,original_literature,34
"Consider the impact of readily accessible information in the digital age. Previous generations experienced a more gradual unveiling of harsh realities; children were often sheltered for longer periods. Today, however, news of global conflicts, social inequalities, and environmental disasters is instantly available, often bypassing parental filters. This accelerated exposure can prematurely strip away innocence, forcing young people to confront complex issues before they possess the emotional maturity to process them effectively. While awareness is valuable, the sheer volume and intensity of negative information can be overwhelming, leading to anxiety, despair, and a sense of powerlessness. The traditional rites of passage into adulthood seem almost obsolete when childhood ends with a scroll through a newsfeed.",114,ai_neutral,AI,Lost Innocence,35
"To observe the intricate dance of social expectation is to witness a performance of remarkable complexity. Each gesture, each carefully chosen word, each seemingly innocuous compliment, is imbued with a significance far exceeding its surface meaning. A refusal of a hand in marriage is not merely a rejection of an individual, but a disruption of carefully laid plans, a challenge to the established order. Acceptance, conversely, is not necessarily an indication of affection, but rather a pragmatic acknowledgement of duty and consequence. It is a world governed by nuance and implication, where true feelings are often concealed beneath a veneer of politeness, and where the pursuit of happiness is frequently sacrificed upon the altar of social convention.",117,ai_mimicked,Austen_mimicked,Social Expectations,36
"Edward was now fixed at the cottage at least for a week; for whatever other claims might be made on him, it was impossible that less than a week should be given up to the enjoyment of Elinor's company, or suffice to say half that was to be said of the past, the present, and the future; for though a very few hours spent in the hard labor of incessant talking will despatch more subjects than can really be in common between any two rational creatures, yet with lovers it is different. Between them no subject is finished, no communication is even made, till it has been made at least twenty times over.",113,human,Austen,original_literature,37
"If there were anyone that one could apply to, with a probability of gaining such a clue as that, it might be of essential consequence. At present we have nothing to guide us. Colonel Forster will, I dare say, do everything in his power to satisfy us on this head. But, on second thoughts, perhaps Lizzy could tell us what relations he has now living better than any other person.” Elizabeth was at no loss to understand from whence this deference for her authority proceeded; but it was not in her power to give any information of so satisfactory a nature as the compliment deserved.",105,human,Austen,original_literature,38
"From our relative situation, those attentions were her due, and were felt to be so. Whether Miss Woodhouse began really to understand me before the expiration of that fortnight, I cannot say; when I called to take leave of her, I remember that I was within a moment of confessing the truth, and I then fancied she was not without suspicion; but I have no doubt of her having since detected me, at least in some degree. She may not have surmised the whole, but her quickness must have penetrated a part. I cannot doubt it. You will find, whenever the subject becomes freed from its present restraints, that it did not take her wholly by surprize.",117,human,Austen,original_literature,39
"It is a curious thing, is it not, how readily we convince ourselves that a veneer of respectability can conceal a multitude of sins? Mrs. Featherstonehaugh, a pillar of the local church and a generous benefactor to the almshouses, is, in truth, a woman whose fortune rests upon the exploitation of her tenants. She distributes alms with one hand, whilst ruthlessly evicting families who cannot meet her exorbitant rents with the other. Her charitable acts are not born of genuine compassion, but of a calculated desire to maintain her social standing and assuage a guilty conscience. Such hypocrisy is a common affliction, a disease of the soul that festers beneath a carefully constructed façade, and it is, perhaps, the most insidious form of corruption of all.",126,ai_mimicked,Dickens_mimicked,Moral Corruption,40
"“Do what makes you happy,” the saying goes, but rarely does it acknowledge the weight of societal judgment that often accompanies unconventional choices. The expectation to follow a linear path – education, career, marriage, family – remains remarkably strong, even as alternative lifestyles gain acceptance. Deviating from this script can elicit disapproval, questioning glances, and even outright criticism. This pressure isn’t always overt; it can manifest as subtle discouragement from family members or a lack of understanding from peers. The courage to prioritize personal fulfillment over external validation is, therefore, a radical act, one that requires a strong sense of self and a willingness to navigate potential social consequences.",109,ai_neutral,AI,Social Expectations,41
"When they had paid their tribute of politeness by curtsying to the lady of the house, they were permitted to mingle in the crowd, and take their share of the heat and inconvenience, to which their arrival must necessarily add. After some time spent in saying little or doing less, Lady Middleton sat down to Cassino, and as Marianne was not in spirits for moving about, she and Elinor luckily succeeding to chairs, placed themselves at no great distance from the table. They had not remained in this manner long, before Elinor perceived Willoughby, standing within a few yards of them, in earnest conversation with a very fashionable looking young woman.",111,human,Austen,original_literature,42
"Mr. Weston was a native of Highbury, and born of a respectable family, which for the last two or three generations had been rising into gentility and property. He had received a good education, but, on succeeding early in life to a small independence, had become indisposed for any of the more homely pursuits in which his brothers were engaged, and had satisfied an active, cheerful mind and social temper by entering into the militia of his county, then embodied. Captain Weston was a general favourite; and when the chances of his military life had introduced him to Miss Churchill, of a great Yorkshire family, and Miss Churchill fell in love with him, nobody was surprized, except her brother and his wife, who had never seen him, and who were full of pride and importance, which the connexion would offend.",140,human,Austen,original_literature,43
"Hunger and recent ill-usage are great assistants if you want to cry; and Oliver cried very naturally indeed. Mrs. Mann gave him a thousand embraces, and what Oliver wanted a great deal more, a piece of bread and butter, lest he should seem too hungry when he got to the workhouse. With the slice of bread in his hand, and the little brown-cloth parish cap on his head, Oliver was then led away by Mr. Bumble from the wretched home where one kind word or look had never lighted the gloom of his infant years. And yet he burst into an agony of childish grief, as the cottage-gate closed after him.",111,human,Dickens,original_literature,44
"The day of separation and departure arrived; and Marianne, after taking so particular and lengthened a leave of Mrs. Jennings, one so earnestly grateful, so full of respect and kind wishes as seemed due to her own heart from a secret acknowledgment of past inattention, and bidding Colonel Brandon farewell with a cordiality of a friend, was carefully assisted by him into the carriage, of which he seemed anxious that she should engross at least half. Mrs. Dashwood and Elinor then followed, and the others were left by themselves, to talk of the travellers, and feel their own dullness, till Mrs. Jennings was summoned to her chaise to take comfort in the gossip of her maid for the loss of her two young companions; and Colonel Brandon immediately afterwards took his solitary way to Delaford.",135,human,Austen,original_literature,45
"But she could hear of no situation that at once answered her notions of comfort and ease, and suited the prudence of her eldest daughter, whose steadier judgment rejected several houses as too large for their income, which her mother would have approved. Mrs. Dashwood had been informed by her husband of the solemn promise on the part of his son in their favour, which gave comfort to his last earthly reflections. She doubted the sincerity of this assurance no more than he had doubted it himself, and she thought of it for her daughters' sake with satisfaction, though as for herself she was persuaded that a much smaller provision than 7000£ would support her in affluence.",117,human,Austen,original_literature,46
"Nor, did Miss Havisham's manner towards Estella in anywise change, except that I believed it to have something like fear infused among its former characteristics. It is impossible to turn this leaf of my life, without putting Bentley Drummle's name upon it; or I would, very gladly. On a certain occasion when the Finches were assembled in force, and when good feeling was being promoted in the usual manner by nobody's agreeing with anybody else, the presiding Finch called the Grove to order, forasmuch as Mr. Drummle had not yet toasted a lady; which, according to the solemn constitution of the society, it was the brute's turn to do that day.",111,human,Dickens,original_literature,47
"Consider the modern phenomenon of ‘influencer’ culture; it presents a fascinating case study in the commodification of morality. While not inherently corrupt, the relentless pursuit of validation through likes and sponsorships can incentivize the presentation of a curated, often inauthentic, self. Ethical boundaries blur when personal values are sacrificed for financial gain, and endorsements are given to products or services without genuine belief in their merit. This isn’t simply individual dishonesty, but a systemic pressure to prioritize profit over integrity, subtly shaping consumer expectations and normalizing a transactional approach to authenticity. The long-term consequences for societal values remain to be seen.",101,ai_neutral,AI,Moral Corruption,48
"Could he have Colonel Fitzwilliam in his thoughts? She supposed, if he meant anything, he must mean an allusion to what might arise in that quarter. It distressed her a little, and she was quite glad to find herself at the gate in the pales opposite the Parsonage. She was engaged one day, as she walked, in re-perusing Jane's last letter, and dwelling on some passages which proved that Jane had not written in spirits, when, instead of being again surprised by Mr. Darcy, she saw, on looking up, that Colonel Fitzwilliam was meeting her. Putting away the letter immediately, and forcing a smile, she said,--",106,human,Austen,original_literature,49
"Mrs. John Knightley was a pretty, elegant little woman, of gentle, quiet manners, and a disposition remarkably amiable and affectionate; wrapt up in her family; a devoted wife, a doating mother, and so tenderly attached to her father and sister that, but for these higher ties, a warmer love might have seemed impossible. She could never see a fault in any of them. She was not a woman of strong understanding or any quickness; and with this resemblance of her father, she inherited also much of his constitution; was delicate in her own health, over-careful of that of her children, had many fears and many nerves, and was as fond of her own Mr. Wingfield in town as her father could be of Mr. Perry.",125,human,Austen,original_literature,50
"The narrative called up the most revengeful passions of the time, and there was not a head in the nation but must have dropped before it. Little need, in presence of that tribunal and that auditory, to show how the Defarges had not made the paper public, with the other captured Bastille memorials borne in procession, and had kept it, biding their time. Little need to show that this detested family name had long been anathematised by Saint Antoine, and was wrought into the fatal register. The man never trod ground whose virtues and services would have sustained him in that place that day, against such denunciation.",107,human,Dickens,original_literature,51
"I do think it is the hardest thing in the world, that your estate should be entailed away from your own children; and I am sure, if I had been you, I should have tried long ago to do something or other about it.” Jane and Elizabeth attempted to explain to her the nature of an entail. They had often attempted it before: but it was a subject on which Mrs. Bennet was beyond the reach of reason; and she continued to rail bitterly against the cruelty of settling an estate away from a family of five daughters, in favour of a man whom nobody cared anything about.",108,human,Austen,original_literature,52
"Probably, Monsieur Gabelle passed a long night up there, with the distant chateau for fire and candle, and the beating at his door, combined with the joy-ringing, for music; not to mention his having an ill-omened lamp slung across the road before his posting-house gate, which the village showed a lively inclination to displace in his favour. A trying suspense, to be passing a whole summer night on the brink of the black ocean, ready to take that plunge into it upon which Monsieur Gabelle had resolved! But, the friendly dawn appearing at last, and the rush-candles of the village guttering out, the people happily dispersed, and Monsieur Gabelle came down bringing his life with him for that while.",119,human,Dickens,original_literature,53
"Having ascertained its situation, Carton came out of those closer streets again, and dined at a place of refreshment and fell sound asleep after dinner. For the first time in many years, he had no strong drink. Since last night he had taken nothing but a little light thin wine, and last night he had dropped the brandy slowly down on Mr. Lorry's hearth like a man who had done with it. It was as late as seven o'clock when he awoke refreshed, and went out into the streets again. As he passed along towards Saint Antoine, he stopped at a shop-window where there was a mirror, and slightly altered the disordered arrangement of his loose cravat, and his coat-collar, and his wild hair.",124,human,Dickens,original_literature,54
"But add the case that you had loved her, Pip, and had made her the subject of those ‘poor dreams' which have, at one time or another, been in the heads of more men than you think likely, then I tell you that you had better and would much sooner when you had thought well of it chop off that bandaged left hand of yours with your bandaged right hand, and then pass the chopper on to Wemmick there, to cut that off too.” I looked at Wemmick, whose face was very grave. He gravely touched his lips with his forefinger.",101,human,Dickens,original_literature,55
"It was not to oblige Jane Fairfax therefore that he would have preferred the society of William Larkins. No! she was more and more convinced that Mrs. Weston was quite mistaken in that surmise. There was a great deal of friendly and of compassionate attachment on his side but no love. there was soon no leisure for quarrelling with Mr. Knightley. Two days of joyful security were immediately followed by the over-throw of every thing. A letter arrived from Mr. Churchill to urge his nephew's instant return. Mrs. Churchill was unwell far too unwell to do without him; she had been in a very suffering state (so said her husband) when writing to her nephew two days before, though from her usual unwillingness to give pain, and constant habit of never thinking of herself, she had not mentioned it; but now she was too ill to trifle, and must entreat him to set off for Enscombe without delay.",158,human,Austen,original_literature,56
