text_sample,actual_class,ttr,tree_depth,adj_noun_ratio,flesch_kincaid,semicolon_density,comma_density,pred_tier_a_xgb,pred_tier_b_ffnn,pred_tier_c_transformer,all_correct,deceptive_sample
"Is the pursuit of a life partner truly diminishing in importance, or is it simply evolving beyond traditional expectations? Contemporary marriage prospects are increasingly shaped by economic realities; student loan debt, housing costs, and career instability often delay or deter commitment. Beyond finances, shifting societal norms prioritize individual fulfillment and self-discovery, leading many to postpone marriage indefinitely while focusing on personal growth. The rise of cohabitation and long-term partnerships without legal binding further complicates the landscape. While romantic love remains a powerful motivator, pragmatic considerations – shared values, emotional maturity, and mutual life goals – are gaining prominence as essential components of a successful, lasting union. The ‘checklist’ approach, though sometimes criticized, reflects a desire for stability in an uncertain world.",ai_neutral,0.8632478632478633,6.166666666666667,0.4186046511627907,17.529873949579834,1.0,11.0,ai_neutral,ai_neutral,ai_neutral,True,False
"She turned her face to me for the first time since she had averted it, and, to my amazement, I may even add to my terror, dropped on her knees at my feet; with her folded hands raised to me in the manner in which, when her poor heart was young and fresh and whole, they must often have been raised to heaven from her mother's side. To see her with her white hair and her worn face kneeling at my feet gave me a shock through all my frame. I entreated her to rise, and got my arms about her to help her up; but she only pressed that hand of mine which was nearest to her grasp, and hung her head over it and wept.",human,0.6370967741935484,9.0,0.3809523809523809,14.392440944881894,2.0,8.0,human,human,human,True,False
"Mrs. Featherstonehaugh, a woman whose pronouncements on the subject of eligibility were invariably delivered with the air of one dispensing profound wisdom, declared to Miss Bingley, over a particularly delicate cup of tea, that “it is not enough to *be* born well, my dear, one must *act* well also.” And indeed, the observation held a certain truth. For while birth conferred advantage, it did not guarantee success in the intricate game of society. A family might boast an ancient lineage, yet a single scandal – a dissipated son, a gambling husband, a daughter’s imprudent attachment – could swiftly erode generations of carefully constructed prestige. The maintenance of social rank, therefore, demanded a constant vigilance, a meticulous adherence to established norms, and a willingness to sacrifice personal inclination upon the altar of public perception.",ai_mimicked,0.8416666666666667,7.2,0.4285714285714285,16.15624427480916,0.0,15.0,ai_mimicked,ai_mimicked,ai_mimicked,True,False
"It is a melancholy truth, and one too often overlooked in the bustling pursuit of commerce and respectability, that the tenderest blossoms are frequently those most exposed to the harsh winds of circumstance. Observe young Timothy, for instance, a lad scarcely seven years of age, yet already burdened with a responsibility no child ought to bear – the care of a widowed mother and a gaggle of younger siblings. His face, though still bearing the faint vestiges of youthful mirth, is etched with a premature gravity, his eyes holding a knowingness that chills the heart. He trades scraps of collected coal for a crust of bread, his small hands roughened beyond their years, a miniature man forced to navigate a world designed for giants, and one cannot help but wonder what dreams lie dormant within him, crushed beneath the weight of necessity.",ai_mimicked,0.7862595419847328,8.5,0.3333333333333333,15.98303191489362,0.0,12.0,ai_mimicked,ai_mimicked,ai_mimicked,True,False
"It was not that I knew I could never bear to speak to him about her, that I knew I could never bear to hear him creak his boots at her, that I knew I could never bear to see him wash his hands of her; it was, that my admiration should be within a foot or two of him, it was, that my feelings should be in the same place with him, that, was the agonizing circumstance. We played until nine o'clock, and then it was arranged that when Estella came to London I should be forewarned of her coming and should meet her at the coach; and then I took leave of her, and touched her and left her.",human,0.5178571428571429,9.0,0.2,21.852933884297524,2.0,9.0,human,human,human,True,False
"“It is all very well to speak of merit,” declared Sir Thomas Bertram, adjusting his spectacles with an air of profound wisdom, “but merit, without the sanction of birth, is a precarious foundation upon which to build a life.” His words, though delivered with characteristic pomposity, contained a grain of uncomfortable truth. For whilst sensibility and good sense were undoubtedly desirable qualities, they were rarely sufficient to overcome the barriers erected by generations of privilege. A young man of talent, lacking the advantages of a noble lineage, might achieve a degree of professional success, but he would invariably find himself excluded from the inner circles of power and influence. The subtle slights, the veiled condescension – these were the constant reminders of his inferior status.",ai_mimicked,0.7796610169491526,7.0,0.46875,15.017483870967745,0.0,12.0,ai_mimicked,ai_mimicked,ai_mimicked,True,False
"Down to that moment, I had vainly supposed that my creditor had withdrawn, or suspended proceedings until I should be quite recovered. I had never dreamed of Joe's having paid the money; but Joe had paid it, and the receipt was in his name. What remained for me now, but to follow him to the dear old forge, and there to have out my disclosure to him, and my penitent remonstrance with him, and there to relieve my mind and heart of that reserved Secondly, which had begun as a vague something lingering in my thoughts, and had formed into a settled purpose?",human,0.6836734693877551,7.333333333333333,0.3076923076923077,13.724271844660198,1.0,9.0,human,human,human,True,False
"The rise of digital connectivity, paradoxically, appears to be fueling a growing epidemic of social isolation. While platforms promise connection, they often deliver curated performances of self, fostering comparison and a sense of inadequacy. Scrolling through endless feeds of seemingly perfect lives can exacerbate feelings of loneliness, creating a distorted perception of social reality. Furthermore, online interactions frequently lack the nuanced nonverbal cues crucial for building genuine rapport. This isn’t to demonize technology, but to acknowledge its potential to *simulate* connection without providing the deep, empathetic bonds humans require. A mindful approach to digital engagement, prioritizing real-world interactions, is essential to counteract this trend.",ai_neutral,0.8217821782178217,6.666666666666667,0.5806451612903226,16.47192307692308,0.0,10.0,ai_neutral,ai_neutral,ai_neutral,True,False
"This son was to join in cutting off the entail, as soon as he should be of age, and the widow and younger children would by that means be provided for. Five daughters successively entered the world, but yet the son was to come; and Mrs. Bennet, for many years after Lydia's birth, had been certain that he would. This event had at last been despaired of, but it was then too late to be saving. Mrs. Bennet had no turn for economy; and her husband's love of independence had alone prevented their exceeding their income. Five thousand pounds was settled by marriage articles on Mrs. Bennet and the children.",human,0.6545454545454545,6.4,0.2272727272727272,7.165844155844159,2.0,6.0,human,human,human,True,False
"Imagine a world where competence, kindness, and creativity are valued regardless of gender. This isn’t a utopian fantasy, but a practical goal achievable through deliberate societal shifts. The current system, predicated on outdated notions of gender roles, actively wastes human potential. By encouraging boys to embrace vulnerability and emotional intelligence, and girls to pursue STEM fields and leadership opportunities, we unlock a wider range of skills and perspectives. This benefits everyone, fostering innovation, empathy, and a more balanced and fulfilling society. The focus should be on individual strengths and passions, not predetermined expectations based on assigned gender.",ai_neutral,0.8260869565217391,6.5,0.40625,14.80159793814433,0.0,11.0,ai_neutral,ai_neutral,ai_neutral,True,False
"Mrs. Featherstonehaugh, a woman whose pronouncements on the subject of eligible connections were considered law within her circle, declared with a sniff that “it is not merely *having* money, my dear, but *knowing* what to do with it.” This sentiment, though delivered with characteristic bluntness, contained a kernel of profound truth. The merely wealthy, those who had acquired their fortunes through trade or colonial enterprise, were often viewed with a suspicion bordering on contempt by the landed gentry. Their manners, their tastes, their very understanding of propriety were deemed deficient, lacking the refinement born of generations spent in the pursuit of leisure and the cultivation of the arts. To marry into such a family, however advantageous financially, risked a dilution of one’s own social capital, a descent into vulgarity from which recovery might prove impossible.",ai_mimicked,0.8046875,8.6,0.3142857142857143,15.480740740740742,0.0,14.0,ai_mimicked,ai_mimicked,ai_mimicked,True,False
"“Man is born free, and everywhere he is in chains,” Rousseau famously wrote, and this observation remains startlingly relevant when examining the role of consumer culture in social control. Advertising, marketing, and the relentless pursuit of novelty don’t simply sell products; they cultivate desires, anxieties, and a sense of inadequacy that can only be alleviated through consumption. This creates a cycle of dependence, where individuals are perpetually striving to attain an elusive ideal presented by external forces. The freedom to choose feels illusory when those choices are pre-defined and heavily influenced by commercial interests. This form of control is particularly insidious because it’s often perceived as empowering – we *choose* to buy these things – obscuring the underlying manipulation.",ai_neutral,0.8017241379310345,7.8,0.3793103448275862,16.430017094017092,1.0,8.0,ai_neutral,ai_neutral,ai_neutral,True,False
"From a purely evolutionary perspective, social expectations served a vital purpose. Early human survival depended on cooperation and adherence to group norms; deviation could mean ostracism and, potentially, death. While the stakes are considerably lower in contemporary society, this deeply ingrained need for belonging continues to drive our behavior. We are, fundamentally, social creatures, wired to seek approval and avoid rejection. This explains why even seemingly minor transgressions against social etiquette can trigger anxiety. The challenge lies in balancing this innate drive with a critical awareness of which expectations are genuinely beneficial – promoting empathy and respect – and which are simply arbitrary constraints hindering personal growth and societal progress.",ai_neutral,0.819047619047619,7.0,0.5161290322580645,16.122592592592593,1.0,7.0,ai_neutral,ai_neutral,ai_neutral,True,False
"The insidious nature of this influence lies not merely in the act itself, but in its very invisibility. It is a fog that creeps into the mind, obscuring judgment and distorting perception. Think upon the mesmerist, flourishing in fashionable society, claiming to command the very thoughts of his subjects! Though many dismiss such displays as mere trickery, the underlying principle – the power of one mind to dominate another – is profoundly disturbing. For if a charlatan can achieve such an effect through theatrical artifice, what then of those who possess a more subtle, a more deeply ingrained talent for persuasion? The question haunts the discerning observer, suggesting a fragility within us all, a susceptibility to forces we scarcely comprehend.",ai_mimicked,0.8125,6.5,0.4074074074074074,12.980000000000004,0.0,9.0,ai_neutral,ai_mimicked,ai_mimicked,False,False
"As a clergyman, moreover, I feel it my duty to promote and establish the blessing of peace in all families within the reach of my influence; and on these grounds I flatter myself that my present overtures of good-will are highly commendable, and that the circumstance of my being next in the entail of Longbourn estate will be kindly overlooked on your side, and not lead you to reject the offered olive branch. I cannot be otherwise than concerned at being the means of injuring your amiable daughters, and beg leave to apologize for it, as well as to assure you of my readiness to make them every possible amends; but of this hereafter.",human,0.6846846846846847,11.5,0.2608695652173913,24.65052631578948,2.0,6.0,human,human,human,True,False
"It is a truth universally acknowledged, that a single fortune, however modest, must be the object of every young woman of good family; yet, the manner in which such a fortune is *acquired* often dictates its social consequence with a precision exceeding even the most rigid rules of the establishment. Miss Penrose, for instance, possessed a comfortable income derived from a distant relation, a circumstance which rendered her eligible, certainly, but not entirely welcome in circles where lineage was prized above all else. Her manners, though perfectly correct, lacked the effortless grace born of generations accustomed to privilege, and a certain eagerness in her conversation betrayed a consciousness of her own somewhat precarious position. One could observe, with a degree of melancholy, how readily society assigns value not to the person, but to the accident of birth, and how difficult it proves to overcome such deeply ingrained prejudice, even with the most amiable disposition.",ai_mimicked,0.7638888888888888,8.75,0.5142857142857142,20.343181818181822,1.0,17.0,ai_mimicked,ai_mimicked,ai_mimicked,True,False
"Reflect, if you will, upon the humble street musician, his melody a plaintive cry lost amidst the clamor of the city. He stands upon a corner, pouring his heart into a tune, yet rarely receiving more than a fleeting glance or a carelessly tossed coin. His isolation is not one of wealth or social standing, but of recognition – a profound sense of being unseen, unheard, unvalued. He is a ghost in the machine, a fleeting shadow in the grand procession of life. And yet, within that solitary performance lies a poignant beauty, a testament to the enduring human need to express, to connect, even in the face of utter indifference. It is a loneliness born not of choice, but of circumstance, and all the more heartbreaking for its quiet dignity.",ai_mimicked,0.7394957983193278,7.166666666666667,0.5517241379310345,10.923076923076923,0.0,15.0,ai_mimicked,ai_mimicked,ai_mimicked,True,False
"It is a peculiar habit of humankind, is it not, to build monuments to those already departed, grand testaments in stone and marble, whilst neglecting the living who stand in desperate need of succour? The newly erected memorial to Sir Reginald Blount, a man remembered more for his ruthless ambition than his charitable deeds, loomed over the marketplace, a cold and imposing structure. Yet, just beyond its shadow, a widow and her children begged for scraps, their plight utterly ignored by the gentlemen admiring the sculptor’s skill. Such displays are a hollow mockery, a vain attempt to defy the natural order, to cheat time of its victory. Better, surely, to offer a loaf of bread to the hungry than to carve an epitaph for the dead.",ai_mimicked,0.773109243697479,8.2,0.4193548387096774,12.593555555555556,0.0,14.0,ai_mimicked,ai_mimicked,ai_mimicked,True,False
"The promised letter of thanks from Mr. Collins arrived on Tuesday, addressed to their father, and written with all the solemnity of gratitude which a twelve-month's abode in the family might have prompted. After discharging his conscience on that head, he proceeded to inform them, with many rapturous expressions, of his happiness in having obtained the affection of their amiable neighbour, Miss Lucas, and then explained that it was merely with the view of enjoying her society that he had been so ready to close with their kind wish of seeing him again at Longbourn, whither he hoped to be able to return on Monday fortnight; for Lady Catherine, he added, so heartily approved his marriage, that she wished it to take place as soon as possible, which he trusted would be an unanswerable argument with his amiable Charlotte to name an early day for making him the happiest of men.",human,0.695364238410596,14.5,0.4583333333333333,22.404238410596022,1.0,12.0,human,human,human,True,False
"Observing the contemporary landscape, it’s clear that social class increasingly intersects with other forms of identity, creating compounded disadvantages. The experience of being a woman of color from a low-income background, for example, is qualitatively different from that of a white man from the same socioeconomic strata. Intersectional inequalities mean that individuals face multiple layers of discrimination, limiting their opportunities and exacerbating existing vulnerabilities. Ignoring these complexities risks implementing solutions that address only one facet of the problem, leaving many behind. A truly equitable society requires acknowledging and actively dismantling the interconnected systems of oppression that perpetuate social stratification.",ai_neutral,0.8125,7.4,0.5357142857142857,19.90371717171717,0.0,6.0,ai_neutral,ai_neutral,ai_neutral,True,False
"The white vapour of the kiln was passing from us as we went by, and as I had thought a prayer before, I thought a thanksgiving now. Entreating Herbert to tell me how he had come to my rescue, which at first he had flatly refused to do, but had insisted on my remaining quiet, I learnt that I had in my hurry dropped the letter, open, in our chambers, where he, coming home to bring with him Startop whom he had met in the street on his way to me, found it, very soon after I was gone. Its tone made him uneasy, and the more so because of the inconsistency between it and the hasty letter I had left for him.",human,0.6956521739130435,8.666666666666666,0.3846153846153846,15.461788617886182,0.0,12.0,human,human,human,True,False
"Imagine a complex ecosystem – a forest, a coral reef. Power isn’t a singular entity held by one organism, but a constantly shifting web of relationships. A large tree exerts power through its size and access to sunlight, but it’s also dependent on the fungi in the soil and the insects that pollinate its flowers. Similarly, human power dynamics are rarely linear. A manager may have authority over their team, but they are simultaneously influenced by upper management, market forces, and the expertise of their employees. Understanding this interconnectedness is vital. Attempts to exert absolute control are often counterproductive, as they disrupt the delicate balance of the system and create unintended consequences. Effective leadership acknowledges this interdependence and fosters collaborative relationships.",ai_neutral,0.7876106194690266,5.875,0.3947368421052631,13.565000000000005,0.0,8.0,ai_neutral,ai_neutral,ai_neutral,True,False
"The present age, it seems, places an undue emphasis upon outward appearances, a tendency which, whilst not entirely novel, has reached a pitch of refinement bordering on the absurd. One observes it particularly in the arrangements of a drawing-room, where the costliness of the furniture and the profusion of ornaments are deemed far more significant than the comfort of those who are expected to occupy it. Is it not a melancholy reflection that individuals should expend so much energy in cultivating a facade, whilst neglecting the cultivation of the mind? Such a preoccupation with the superficial suggests a profound insecurity, a desperate attempt to impress upon others – and perhaps upon themselves – a sense of consequence where none truly exists. The truly elegant, one might venture to suggest, require no such elaborate displays.",ai_mimicked,0.7419354838709677,8.4,0.4,15.534787878787878,0.0,10.0,ai_mimicked,ai_mimicked,ai_mimicked,True,False
"And then I told Joe that I felt very miserable, and that I hadn't been able to explain myself to Mrs. Joe and Pumblechook, who were so rude to me, and that there had been a beautiful young lady at Miss Havisham's who was dreadfully proud, and that she had said I was common, and that I knew I was common, and that I wished I was not common, and that the lies had come of it somehow, though I didn't know how. This was a case of metaphysics, at least as difficult for Joe to deal with as for me.",human,0.6333333333333333,8.5,2.75,12.494455445544556,0.0,9.0,human,human,human,True,False
